Date,Close,Open,High,Low,Volume
4/17/2019,121.77,121.24,121.85,120.54,19300938.00
4/18/2019,123.37,122.19,123.52,121.30,27990998.00
4/22/2019,123.76,122.62,124.00,122.57,15648724.00
4/23/2019,125.44,124.10,125.58,123.83,24025521.00
4/24/2019,125.01,125.79,125.85,124.52,31256980.00
4/25/2019,129.15,130.06,131.37,128.83,38033892.00
4/26/2019,129.89,129.70,130.52,129.02,23654933.00
4/29/2019,129.77,129.90,130.18,129.35,16324183.00
4/30/2019,130.60,129.81,130.70,129.39,24166503.00
5/1/2019,127.88,130.53,130.65,127.70,26821692.00
5/2/2019,126.21,127.98,128.00,125.52,27350161.00
5/3/2019,128.90,127.36,129.43,127.25,24911126.00
5/6/2019,128.15,126.39,128.56,126.11,24239464.00
5/7/2019,125.52,126.46,127.18,124.22,36017661.00
5/8/2019,125.51,125.44,126.37,124.75,28418996.00
5/9/2019,125.50,124.29,125.79,123.57,27235835.00
5/10/2019,127.13,124.91,127.93,123.82,30915084.00
5/13/2019,123.35,124.11,125.55,123.04,33944923.00
5/14/2019,124.73,123.87,125.88,123.70,25266315.00
5/15/2019,126.02,124.26,126.71,123.70,24722708.00
5/16/2019,128.93,126.75,129.38,126.46,30112216.00
5/17/2019,128.07,128.31,130.46,127.92,25770539.00
5/20/2019,126.22,126.52,127.59,125.76,23706934.00
5/21/2019,126.90,127.43,127.53,126.58,15293260.00
5/22/2019,127.67,126.62,128.24,126.52,15396485.00
5/23/2019,126.18,126.20,126.29,124.74,23603810.00
5/24/2019,126.24,126.91,127.42,125.97,14123358.00
5/28/2019,126.16,126.98,128.00,126.05,23128359.00
5/29/2019,124.94,125.38,125.39,124.04,22763140.00
5/30/2019,125.73,125.26,125.76,124.78,16829613.00
5/31/2019,123.68,124.23,124.62,123.32,26646769.00
6/3/2019,119.84,123.85,124.37,119.01,37983637.00
6/4/2019,123.16,121.28,123.28,120.65,29382642.00
6/5/2019,125.83,124.95,125.87,124.21,24926140.00
6/6/2019,127.82,126.44,127.97,125.60,21458961.00
6/7/2019,131.40,129.19,132.25,128.26,33885588.00
6/10/2019,132.60,132.40,134.08,132.00,26477098.00
6/11/2019,132.10,133.88,134.24,131.28,23913731.00
6/12/2019,131.49,131.40,131.97,130.71,17092464.00
6/13/2019,132.32,131.98,132.67,131.56,17200848.00
6/14/2019,132.45,132.26,133.79,131.64,17821703.00
6/17/2019,132.85,132.63,133.73,132.53,14517785.00
6/18/2019,135.16,134.19,135.24,133.57,25934458.00
6/19/2019,135.69,135.00,135.93,133.81,23744441.00
6/20/2019,136.95,137.45,137.66,135.72,33042592.00
6/21/2019,136.97,136.58,137.73,136.46,36727892.00
6/24/2019,137.78,137.00,138.40,137.00,20628841.00
6/25/2019,133.43,137.25,137.59,132.73,33327420.00
6/26/2019,133.93,134.35,135.74,133.60,23657745.00
6/27/2019,134.15,134.14,134.71,133.51,16557482.00
6/28/2019,133.96,134.57,134.60,133.16,30042969.00
7/1/2019,135.68,136.63,136.70,134.97,22654160.00
7/2/2019,136.58,136.12,136.59,135.34,15237843.00
7/3/2019,137.46,136.80,137.74,136.30,13629296.00
7/5/2019,137.06,135.94,137.33,135.72,18141140.00
7/8/2019,136.96,136.40,137.10,135.37,16779748.00
7/9/2019,136.46,136.00,136.97,135.80,19953097.00
7/10/2019,137.85,137.13,138.58,137.02,24204362.00
7/11/2019,138.40,138.20,139.22,137.87,22327942.00
7/12/2019,138.90,138.85,139.13,138.01,18936832.00
7/15/2019,138.90,139.44,139.54,138.46,16651457.00
7/16/2019,137.08,138.96,139.05,136.52,22726128.00
7/17/2019,136.27,137.70,137.93,136.22,20210956.00
7/18/2019,136.42,135.55,136.62,134.67,30808707.00
7/19/2019,136.62,140.22,140.67,136.45,48992364.00
7/22/2019,138.43,137.41,139.19,137.33,25080760.00
7/23/2019,139.29,139.76,139.99,138.03,18034589.00
7/24/2019,140.72,138.90,140.74,138.85,20738275.00
7/25/2019,140.19,140.43,140.61,139.32,18356883.00
7/26/2019,141.34,140.37,141.68,140.30,19037600.00
7/29/2019,141.03,141.50,141.51,139.37,16605870.00
7/30/2019,140.35,140.14,141.22,139.80,16846528.00
7/31/2019,136.27,140.33,140.49,135.08,38598786.00
8/1/2019,138.06,137.00,140.94,136.93,40557502.00
8/2/2019,136.90,138.09,138.32,135.26,30791624.00
8/5/2019,132.21,133.30,133.93,130.78,42749551.00
8/6/2019,134.69,133.80,135.68,133.21,32696651.00
8/7/2019,135.28,133.79,135.65,131.83,33414539.00
8/8/2019,138.89,136.60,138.99,135.93,27496508.00
8/9/2019,137.71,138.61,139.38,136.46,23466701.00
8/12/2019,135.79,137.07,137.86,135.24,20484348.00
8/13/2019,138.60,136.05,138.80,135.00,25496593.00
8/14/2019,133.98,136.36,136.92,133.67,32527251.00
8/15/2019,133.68,134.39,134.58,132.25,28125416.00
8/16/2019,136.13,134.88,136.46,134.72,25026151.00
8/19/2019,138.41,137.86,138.55,136.89,24370543.00
8/20/2019,137.26,138.21,138.71,137.24,21188998.00
8/21/2019,138.79,138.55,139.49,138.00,14982314.00
8/22/2019,137.78,138.66,139.20,136.29,18709662.00
8/23/2019,133.39,137.19,138.35,132.80,38515386.00
8/26/2019,135.45,134.99,135.56,133.90,20325271.00
8/27/2019,135.74,136.39,136.72,134.66,23115635.00
8/28/2019,135.56,134.88,135.76,133.55,17410828.00
8/29/2019,138.12,137.25,138.44,136.91,20179716.00
8/30/2019,137.86,139.15,139.18,136.27,23946123.00
9/3/2019,136.04,136.61,137.20,135.70,18880773.00
9/4/2019,137.63,137.30,137.69,136.48,18015310.00
9/5/2019,140.05,139.11,140.38,138.76,26119520.00
9/6/2019,139.10,140.03,140.18,138.20,20824504.00
9/9/2019,137.52,139.59,139.75,136.46,25773932.00
9/10/2019,136.08,136.80,136.89,134.51,28903378.00
9/11/2019,136.12,135.91,136.27,135.09,24726117.00
9/12/2019,137.52,137.85,138.42,136.87,27009981.00
9/13/2019,137.32,137.78,138.06,136.57,23363057.00
9/16/2019,136.33,135.83,136.70,135.66,16731440.00
9/17/2019,137.39,136.96,137.52,136.43,17976285.00
9/18/2019,138.52,137.36,138.67,136.53,24473386.00
9/19/2019,141.07,140.30,142.37,140.07,36095413.00
9/20/2019,139.44,141.01,141.65,138.25,40040766.00
9/23/2019,139.14,139.23,139.63,138.44,17408374.00
9/24/2019,137.38,140.36,140.69,136.88,30016670.00
9/25/2019,139.36,137.50,139.96,136.03,22544054.00
9/26/2019,139.54,139.44,140.18,138.44,17813512.00
9/27/2019,137.73,140.15,140.36,136.65,22498958.00
9/30/2019,139.03,138.05,139.22,137.78,18430390.00
10/1/2019,137.07,139.66,140.25,137.00,22581929.00
10/2/2019,134.65,136.25,136.37,133.58,32001763.00
10/3/2019,136.28,134.95,136.75,133.22,26379798.00
10/4/2019,138.12,136.75,138.25,136.42,23839548.00
10/7/2019,137.12,137.14,138.18,137.02,16601284.00
10/8/2019,135.67,137.08,137.76,135.62,26783336.00
10/9/2019,138.24,137.46,138.70,136.97,20178482.00
10/10/2019,139.10,138.49,139.67,138.25,18396605.00
10/11/2019,139.68,140.12,141.03,139.50,25551065.00
10/14/2019,139.55,139.69,140.29,139.52,13591639.00
10/15/2019,141.58,140.06,141.79,139.81,19917762.00
10/16/2019,140.41,140.79,140.99,139.53,20841687.00
10/17/2019,139.69,140.95,141.42,139.02,22102797.00
10/18/2019,137.41,139.76,140.00,136.56,32284428.00
10/21/2019,138.43,138.45,138.50,137.01,20716039.00
10/22/2019,136.37,138.97,140.01,136.26,27935270.00
10/23/2019,137.24,136.88,137.45,135.61,31380309.00
10/24/2019,139.94,139.39,140.42,138.67,37278399.00
10/25/2019,140.73,139.34,141.14,139.20,25959724.00
10/28/2019,144.19,144.40,145.67,143.51,35280137.00
10/29/2019,142.83,144.08,144.50,142.65,20589469.00
10/30/2019,144.61,143.52,145.00,142.79,18496591.00
10/31/2019,143.37,144.90,144.93,142.99,24605135.00
11/1/2019,143.72,144.26,144.42,142.97,33128366.00
11/4/2019,144.55,144.83,145.00,144.16,16911999.00
11/5/2019,144.46,144.97,145.02,143.91,18250172.00
11/6/2019,144.06,144.37,144.52,143.20,16575798.00
11/7/2019,144.26,143.84,144.88,143.77,17786715.00
11/8/2019,145.96,143.98,145.99,143.76,16752939.00
11/11/2019,146.11,145.34,146.42,144.73,14370178.00
11/12/2019,147.07,146.28,147.57,146.06,18648712.00
11/13/2019,147.31,146.74,147.46,146.28,17444230.00
11/14/2019,148.06,147.02,148.41,147.00,19755100.00
11/15/2019,149.97,148.93,149.99,148.27,23508807.00
11/18/2019,150.34,150.07,150.55,148.98,21554762.00
11/19/2019,150.39,150.88,151.33,150.20,23960164.00
11/20/2019,149.62,150.31,150.84,148.46,25720060.00
11/21/2019,149.48,149.40,149.80,148.50,18576083.00
11/22/2019,149.59,150.07,150.30,148.82,15841680.00
11/25/2019,151.23,150.00,151.35,149.92,22428585.00
11/26/2019,152.03,151.36,152.42,151.32,24635100.00
11/27/2019,152.32,152.33,152.50,151.52,15201293.00
11/29/2019,151.38,152.10,152.30,151.28,11977300.00
12/2/2019,149.55,151.81,151.83,148.32,27473616.00
12/3/2019,149.31,147.49,149.43,146.65,25192145.00
12/4/2019,149.85,150.14,150.18,149.20,17580617.00
12/5/2019,149.93,150.05,150.32,149.48,17880601.00
12/6/2019,151.75,150.99,151.87,150.27,16410400.00
12/9/2019,151.36,151.07,152.21,150.91,16741350.00
12/10/2019,151.13,151.29,151.89,150.77,16481060.00
12/11/2019,151.70,151.54,151.87,150.33,18860001.00
12/12/2019,153.24,151.65,153.44,151.02,24645366.00
12/13/2019,154.53,153.00,154.89,152.83,23850062.00
12/16/2019,155.53,155.11,155.90,154.82,24152770.00
12/17/2019,154.69,155.45,155.71,154.45,25443527.00
12/18/2019,154.37,154.30,155.48,154.18,24132379.00
12/19/2019,155.71,154.00,155.77,153.75,25813825.00
12/20/2019,157.41,157.35,158.49,156.29,53599613.00
12/23/2019,157.41,158.12,158.12,157.27,17726283.00
12/24/2019,157.38,157.48,157.71,157.12,8989150.00
12/26/2019,158.67,157.56,158.73,157.40,14526927.00
12/27/2019,158.96,159.45,159.55,158.22,18414352.00
12/30/2019,157.59,158.99,159.02,156.73,16356720.00
12/31/2019,157.70,156.77,157.77,156.45,18393383.00
1/2/2020,160.62,158.78,160.73,158.33,22634546.00
1/3/2020,158.62,158.32,159.95,158.06,21121681.00
1/6/2020,159.03,157.08,159.10,156.51,20826702.00
1/7/2020,157.58,159.32,159.67,157.32,21881740.00
1/8/2020,160.09,158.93,160.80,157.95,27762026.00
1/9/2020,162.09,161.84,162.22,161.03,21399951.00
1/10/2020,161.34,162.82,163.22,161.18,20733946.00
1/13/2020,163.28,161.76,163.31,161.26,21637007.00
1/14/2020,162.13,163.39,163.60,161.72,23500783.00
1/15/2020,163.18,162.62,163.94,162.57,21417871.00
1/16/2020,166.17,164.35,166.24,164.03,23865360.00
1/17/2020,167.10,167.42,167.47,165.43,34371659.00
1/21/2020,166.50,166.68,168.19,166.43,29517191.00
1/22/2020,165.70,167.40,167.49,165.68,24138777.00
1/23/2020,166.72,166.19,166.80,165.27,19680766.00
1/24/2020,165.04,167.51,167.53,164.45,24918117.00
1/27/2020,162.28,161.15,163.38,160.20,32078067.00
1/28/2020,165.46,163.78,165.76,163.07,24899940.00
1/29/2020,168.04,167.84,168.75,165.69,35127771.00
1/30/2020,172.78,174.05,174.05,170.79,51597470.00
1/31/2020,170.23,172.21,172.40,169.58,36142690.00
2/3/2020,174.38,170.43,174.50,170.40,30149052.00
2/4/2020,180.12,177.14,180.64,176.31,36433339.00
2/5/2020,179.90,184.03,184.20,178.41,39186324.00
2/6/2020,183.63,180.97,183.82,180.06,27751381.00
2/7/2020,183.89,182.85,185.63,182.48,33529074.00
2/10/2020,188.70,183.58,188.84,183.25,35844267.00
2/11/2020,184.44,190.65,190.70,183.50,53159906.00
2/12/2020,184.71,185.58,185.85,181.85,47062921.00
2/13/2020,183.71,183.08,186.23,182.87,35295834.00
2/14/2020,185.35,183.25,185.41,182.65,23149516.00
2/18/2020,187.23,185.61,187.70,185.50,27853113.00
2/19/2020,187.28,188.06,188.18,186.47,29997471.00
2/20/2020,184.42,186.95,187.25,181.10,36862376.00
2/21/2020,178.59,183.17,183.50,177.25,48600385.00
2/24/2020,170.89,167.77,174.55,163.23,68311066.00
2/25/2020,168.07,174.20,174.84,167.65,68073295.00
2/26/2020,170.17,169.71,173.26,168.21,56387148.00
2/27/2020,158.18,163.32,167.03,157.98,93174906.00
2/28/2020,162.01,152.41,163.71,152.00,97073557.00
3/2/2020,172.79,165.31,172.92,162.31,71030810.00
3/3/2020,164.51,173.80,175.00,162.26,71677019.00
3/4/2020,170.55,168.49,170.70,165.62,49814383.00
3/5/2020,166.27,166.05,170.87,165.69,47817251.00
3/6/2020,161.57,162.61,163.11,156.00,72821057.00
3/9/2020,150.62,151.00,157.75,150.00,70419274.00
3/10/2020,160.92,158.16,161.03,152.58,65354385.00
3/11/2020,153.63,157.13,157.70,151.15,56504304.00
3/12/2020,139.06,145.30,153.47,138.58,93226366.00
3/13/2020,158.83,147.50,161.91,140.73,92727446.00
3/16/2020,135.42,140.00,149.35,135.00,87905868.00
3/17/2020,146.57,140.00,147.50,135.00,81059817.00
3/18/2020,140.40,138.00,146.00,135.02,81593173.00
3/19/2020,142.71,142.77,150.15,139.00,85922661.00
3/20/2020,137.35,146.00,147.10,135.86,84866215.00
3/23/2020,135.98,137.01,140.57,132.52,78975176.00
3/24/2020,148.34,143.75,149.60,141.27,82516727.00
3/25/2020,146.92,148.91,154.33,144.44,75638224.00
3/26/2020,156.11,148.40,156.66,148.37,64694427.00
3/27/2020,149.70,151.75,154.89,149.20,57042291.00
3/30/2020,160.23,152.44,160.60,150.01,63420326.00
3/31/2020,157.71,159.40,164.78,156.56,77927186.00
4/1/2020,152.11,153.00,157.75,150.82,57969926.00
4/2/2020,155.26,151.86,155.48,150.36,49630735.00
4/3/2020,153.83,155.10,157.38,152.19,41243284.00
4/6/2020,165.27,160.32,166.50,157.58,67111697.00
4/7/2020,163.49,169.59,170.00,163.26,62769038.00
4/8/2020,165.13,165.67,166.67,163.50,48318234.00
4/9/2020,165.14,166.36,167.37,163.33,51431775.00
4/13/2020,165.51,164.35,165.57,162.30,41905264.00
4/14/2020,173.70,169.00,173.75,168.00,52874338.00
4/15/2020,171.88,171.20,173.57,169.24,40940833.00
4/16/2020,177.04,174.30,177.28,172.90,50479610.00
4/17/2020,178.60,179.50,180.00,175.87,52765625.00
4/20/2020,175.06,176.63,178.75,174.99,36669595.00
4/21/2020,167.82,173.50,173.67,166.11,56203749.00
4/22/2020,173.52,171.39,174.00,170.82,34651604.00
4/23/2020,171.42,174.11,175.06,170.91,32790804.00
4/24/2020,174.55,172.06,174.56,170.71,34305320.00
4/27/2020,174.05,176.59,176.90,173.30,33194384.00
4/28/2020,169.81,175.59,175.67,169.39,34392694.00
4/29/2020,177.43,173.22,177.68,171.88,51286559.00
4/30/2020,179.21,180.00,180.40,176.23,53875857.00
5/1/2020,174.57,175.80,178.64,174.01,39370474.00
5/4/2020,178.84,174.49,179.00,173.80,30372862.00
5/5/2020,180.76,180.62,183.65,179.90,36839168.00
5/6/2020,182.54,182.08,184.20,181.63,32139299.00
5/7/2020,183.60,184.17,184.55,182.58,28315992.00
5/8/2020,184.68,184.98,185.00,183.36,30912638.00
5/11/2020,186.74,183.15,187.51,182.85,30892660.00
5/12/2020,182.51,186.80,187.04,182.30,32038199.00
5/13/2020,179.75,182.55,184.05,176.54,44711488.00
5/14/2020,180.53,177.54,180.69,175.68,41873911.00
5/15/2020,183.16,179.06,187.06,177.00,46610382.00
5/18/2020,184.91,185.75,186.20,183.96,35306620.00
5/19/2020,183.63,185.03,186.60,183.49,26799116.00
5/20/2020,185.66,184.81,185.85,183.94,31261334.00
5/21/2020,183.43,185.40,186.67,183.29,29119513.00
5/22/2020,183.51,183.19,184.46,182.54,20826898.00
5/26/2020,181.57,186.34,186.50,181.10,36073609.00
5/27/2020,181.81,180.20,181.99,176.60,39517146.00
5/28/2020,181.40,180.74,184.15,180.38,33831824.00
5/29/2020,183.25,182.73,184.27,180.41,42146720.00
6/1/2020,182.83,182.54,183.00,181.46,22668821.00
6/2/2020,184.91,184.25,185.00,181.35,30794585.00
6/3/2020,185.36,184.82,185.94,183.58,27311016.00
6/4/2020,182.92,184.30,185.84,182.30,28761809.00
6/5/2020,187.20,182.62,187.73,182.01,39893643.00
6/8/2020,188.36,185.94,188.55,184.44,33211590.00
6/9/2020,189.80,188.00,190.70,187.26,29783916.00
6/10/2020,196.84,191.13,198.52,191.01,43872329.00
6/11/2020,186.27,193.13,195.76,186.07,52854672.00
6/12/2020,187.74,190.54,191.72,185.18,43373587.00
6/15/2020,188.94,184.58,190.82,184.01,32770189.00
6/16/2020,193.57,192.89,195.58,191.46,42556656.00
6/17/2020,194.24,195.03,196.32,193.69,25687822.00
6/18/2020,196.32,194.00,196.49,194.00,23061648.00
6/19/2020,195.15,198.59,199.29,194.37,44441141.00
6/22/2020,200.57,195.79,200.76,195.23,32818929.00
6/23/2020,201.91,202.09,203.95,201.43,30917447.00
6/24/2020,197.84,201.60,203.25,196.56,36740647.00
6/25/2020,200.34,197.80,200.61,195.47,27803933.00
6/26/2020,196.33,199.73,199.89,194.88,54675780.00
6/29/2020,198.44,195.78,198.53,193.55,26701586.00
6/30/2020,203.51,197.88,204.40,197.74,34310283.00
7/1/2020,204.70,203.14,206.35,201.77,32061206.00
7/2/2020,206.26,205.68,208.02,205.00,29315762.00
7/6/2020,210.70,208.83,211.13,208.09,31897629.00
7/7/2020,208.25,210.45,214.67,207.99,33600732.00
7/8/2020,212.83,210.07,213.26,208.69,33600025.00
7/9/2020,214.32,216.33,216.38,211.47,33121681.00
7/10/2020,213.67,213.62,214.08,211.08,26177633.00
7/13/2020,207.07,214.48,215.80,206.50,38135606.00
7/14/2020,208.35,206.13,208.85,202.03,37591820.00
7/15/2020,208.04,209.56,211.33,205.03,32179409.00
7/16/2020,203.92,205.40,205.70,202.31,29940653.00
7/17/2020,202.88,204.47,205.04,201.39,31635281.00
7/20/2020,211.60,205.00,212.30,203.01,36884836.00
7/21/2020,208.75,213.66,213.94,208.03,38105777.00
7/22/2020,211.75,209.20,212.30,208.39,49605692.00
7/23/2020,202.54,207.19,210.92,202.15,67457035.00
7/24/2020,201.30,200.42,202.86,197.51,39826989.00
7/27/2020,203.85,201.47,203.97,200.86,30160867.00
7/28/2020,202.02,203.61,204.70,201.74,23251388.00
7/29/2020,204.06,202.50,204.65,202.01,19632602.00
7/30/2020,203.90,201.00,204.46,199.57,25079596.00
7/31/2020,205.01,204.40,205.10,199.01,51247969.00
8/3/2020,216.54,211.52,217.64,210.44,78983009.00
8/4/2020,213.29,214.17,214.77,210.31,49280056.00
8/5/2020,212.94,214.90,215.00,211.57,28858621.00
8/6/2020,216.35,212.34,216.37,211.55,32656843.00
8/7/2020,212.48,214.85,215.70,210.93,27820421.00
8/10/2020,208.25,211.67,211.88,206.35,36716462.00
8/11/2020,203.38,207.16,207.65,203.14,36446459.00
8/12/2020,209.19,205.29,210.28,204.75,28041364.00
8/13/2020,208.70,209.44,211.35,208.15,22588870.00
8/14/2020,208.90,208.76,209.59,207.51,17958936.00
8/17/2020,210.28,209.60,211.19,208.92,20184757.00
8/18/2020,211.49,210.53,212.36,209.21,21336167.00
8/19/2020,209.70,211.49,212.10,209.25,27627561.00
8/20/2020,214.58,209.54,215.00,208.91,26981478.00
8/21/2020,213.02,213.86,216.25,212.85,36249319.00
8/24/2020,213.69,214.79,215.52,212.43,25460147.00
8/25/2020,216.47,213.10,216.61,213.10,23043696.00
8/26/2020,221.15,217.88,222.09,217.36,39600828.00
8/27/2020,226.58,222.89,231.15,219.40,57602195.00
8/28/2020,228.91,228.18,230.64,226.58,26292896.00
8/31/2020,225.53,227.00,228.70,224.31,28774156.00
9/1/2020,227.27,225.51,227.45,224.43,25791235.00
9/2/2020,231.65,227.97,232.86,227.35,34080839.00
9/3/2020,217.30,229.27,229.31,214.96,58400288.00
9/4/2020,214.25,215.10,218.36,205.19,59664072.00
9/8/2020,202.66,206.50,210.03,202.20,52924330.00
9/9/2020,211.29,207.60,214.84,206.70,45678986.00
9/10/2020,205.37,213.40,214.74,204.11,35461514.00
9/11/2020,204.03,207.20,208.63,201.24,33620073.00
9/14/2020,205.41,204.24,209.20,204.03,30375768.00
9/15/2020,208.78,208.42,209.78,206.93,21823942.00
9/16/2020,205.05,210.62,210.65,204.64,26372464.00
9/17/2020,202.91,200.05,204.33,199.96,34011257.00
9/18/2020,200.39,202.80,203.65,196.25,55225326.00
9/21/2020,202.54,197.19,202.71,196.38,39839657.00
9/22/2020,207.42,205.06,208.10,202.08,33517065.00
9/23/2020,200.59,207.90,208.10,200.03,30803780.00
9/24/2020,203.19,199.85,205.57,199.20,31202493.00
9/25/2020,207.82,203.55,209.04,202.54,29437312.00
9/28/2020,209.44,210.88,212.57,208.06,32004936.00
9/29/2020,207.26,209.35,210.07,206.81,24464472.00
9/30/2020,210.33,207.73,211.98,206.54,33829088.00
10/1/2020,212.46,213.49,213.99,211.32,27158418.00
10/2/2020,206.19,208.00,210.99,205.54,33154781.00
10/5/2020,210.38,207.22,210.41,206.98,21331561.00
10/6/2020,205.91,208.82,210.18,204.82,28554261.00
10/7/2020,209.83,207.06,210.11,206.72,25681054.00
10/8/2020,210.58,210.51,211.19,208.32,19925837.00
10/9/2020,215.81,211.23,215.86,211.23,26458047.00
10/12/2020,221.40,218.79,223.86,216.81,40461368.00
10/13/2020,222.86,222.72,225.21,220.43,28950843.00
10/14/2020,220.86,223.00,224.22,219.13,23451713.00
10/15/2020,219.66,217.10,220.36,216.01,22733064.00
10/16/2020,219.66,220.15,222.29,219.32,26057882.00
10/19/2020,214.22,220.42,222.30,213.72,27625841.00
10/20/2020,214.65,215.80,217.37,213.09,22753511.00
10/21/2020,214.80,213.12,216.92,213.12,22724906.00
10/22/2020,214.89,213.93,216.06,211.70,22351450.00
10/23/2020,216.23,215.03,216.28,213.16,18879608.00
10/26/2020,210.08,213.85,216.34,208.10,37111561.00
10/27/2020,213.25,211.59,214.67,210.33,36700325.00
10/28/2020,202.68,207.67,208.84,202.10,51195593.00
10/29/2020,204.72,204.07,207.36,203.37,31432563.00
10/30/2020,202.47,203.50,204.29,199.62,36980111.00
11/2/2020,202.33,204.29,205.28,200.12,30842163.00
11/3/2020,206.43,203.89,208.12,203.12,27512030.00
11/4/2020,216.39,214.02,218.32,212.42,42311777.00
11/5/2020,223.29,222.04,224.12,221.15,36080137.00
11/6/2020,223.72,222.26,224.36,218.03,25231895.00
11/9/2020,218.39,224.44,228.12,217.88,44394950.00
11/10/2020,211.01,214.50,216.50,209.72,44045120.00
11/11/2020,216.55,212.39,218.04,212.20,29440788.00
11/12/2020,215.44,217.21,219.11,214.46,21616115.00
11/13/2020,216.51,216.36,217.42,214.16,18630307.00
11/16/2020,217.23,214.87,217.74,214.52,24953344.00
11/17/2020,214.46,216.10,217.68,214.08,24154112.00
11/18/2020,211.08,213.65,215.17,210.93,28372789.00
11/19/2020,212.42,211.38,213.03,209.93,24792746.00
11/20/2020,210.39,212.20,213.29,210.00,22843119.00
11/23/2020,210.11,210.95,212.29,208.16,25683507.00
11/24/2020,213.86,209.59,214.25,208.86,33979731.00
11/25/2020,213.87,215.11,215.29,212.46,21012887.00
